drug,median_score,mean_score,min_score,max_score,std_score,n_signatures,n_cell_lines,frac_negative,moa,target,pval_reversal,fdr_reversal,pval_mimicking,fdr_mimicking
CD-1530,-0.10753852128982544,-0.07659683624903361,-0.15739679336547852,0.035144805908203125,0.0815929235803752,3,3,0.6666666666666666,Retinoid receptor agonist,RARG,0.3734,0.9445910891089109,0.6269,0.9959538834951457
rifabutin,-0.107404425740242,-0.07767852927957263,-0.2558022737503052,0.12150871753692627,0.1385530417934582,7,7,0.7142857142857143,,,0.3209,0.9432089385474861,0.6797,0.9959538834951457
mephentermine,-0.107108935713768,-0.107108935713768,-0.2763793170452118,0.06216144561767578,0.1692703813314438,2,2,0.5,,,0.2763,0.9163302469135801,0.7237,0.9959538834951457
amiprilose,-0.10695746541023254,-0.10695746541023254,-0.10695746541023254,-0.10695746541023254,0.0,1,1,1.0,,,0.4201,0.9892677419354838,0.58,0.995428
dorzolamide,-0.10561572015285492,-0.10561572015285492,-0.141231507062912,-0.06999993324279785,0.03561578691005707,2,2,1.0,Carbonic anhydrase inhibitor,CA1,0.2796,0.9163302469135801,0.7204,0.9959538834951457
digoxin,-0.10552218556404114,-0.12863159428040186,-0.34953612089157104,0.10556524991989136,0.11578313175137207,12,12,0.9166666666666666,ATPase inhibitor,ATP1A1,0.2674,0.9163302469135801,0.7326,0.9959538834951457
brivanib,-0.10542286187410355,-0.03561827726662159,-0.28810474276542664,0.3240872025489807,0.19847221823911945,8,8,0.625,FGFR inhibitor,FGFR1,0.288,0.9163302469135801,0.7121,0.9959538834951457
bortezomib,-0.10373267531394958,-0.054648833349347115,-0.23673006892204285,0.17749375104904175,0.14754126568502948,12,12,0.6666666666666666,Proteasome inhibitor,PSMB1,0.2762,0.9163302469135801,0.7238,0.9959538834951457
forskolin,-0.10285860300064087,-0.01982926749266111,-0.22497153282165527,0.16937553882598877,0.14629911437671408,13,13,0.5384615384615384,Adenylyl cyclase activator,ADCY2,0.2849,0.9163302469135801,0.7158,0.9959538834951457
calcifediol,-0.10278244316577911,-0.10278244316577911,-0.2391718327999115,0.03360694646835327,0.13638938963413239,2,2,0.5,Vitamin D receptor agonist,VDR,0.2851,0.9163302469135801,0.7149,0.9959538834951457
cabergoline,-0.10238929092884064,-0.08847852051258087,-0.3061389923095703,0.17170634865760803,0.17130699458105575,10,10,0.7,Dopamine receptor agonist,ADRA1A,0.2933,0.9194865030674848,0.7067,0.9959538834951457
docetaxel,-0.10230237245559692,-0.044111581785338264,-0.2274712324142456,0.2577474117279053,0.17202998776751677,7,7,0.7142857142857143,Tubulin inhibitor,TUBB,0.344,0.9445910891089109,0.6565,0.9959538834951457
biperiden,-0.10207724571228027,-0.029208833208450906,-0.3135983645915985,0.30209970474243164,0.23040168868501293,13,13,0.6153846153846154,Acetylcholine receptor antagonist,CHRM1,0.2905,0.9163302469135801,0.7099,0.9959538834951457
tramadol,-0.10154420137405396,-0.12123591204484303,-0.4032035768032074,0.12505298852920532,0.18237091711363956,9,9,0.6666666666666666,Opioid receptor agonist,OPRM1,0.3272,0.9432089385474861,0.6732,0.9959538834951457
prednicarbate,-0.10141589492559433,-0.10141589492559433,-0.10449251532554626,-0.0983392745256424,0.003076620399951935,2,2,1.0,Phospholipase activator,NR3C1,0.2882,0.9163302469135801,0.7118,0.9959538834951457
tozasertib,-0.09956511110067368,-0.02450055778026581,-0.24706658720970154,0.272156298160553,0.17384108167162307,10,10,0.6,JAK inhibitor,FLT3,0.3073,0.9432089385474861,0.6927,0.9959538834951457
altrenogest,-0.0994376614689827,-0.08452661832173665,-0.2645065188407898,0.12079852819442749,0.13146417707461192,6,6,0.6666666666666666,Progestogen hormone,PGR,0.3204,0.9432089385474861,0.6796,0.9959538834951457
artesunate,-0.09883590042591095,-0.0456461672272001,-0.24842900037765503,0.18516993522644043,0.1798779694277054,7,7,0.5714285714285714,,,0.3649,0.9445910891089109,0.6363,0.9959538834951457
