drug,median_score,mean_score,min_score,max_score,std_score,n_signatures,n_cell_lines,frac_negative,moa,target,pval_reversal,fdr_reversal,pval_mimicking,fdr_mimicking
tubaic-acid,-0.1603853851556778,-0.10992644168436527,-0.20302748680114746,0.08409249037504196,0.11432965085567112,4,4,0.75,,,0.0737,0.7099249999999999,0.9263,1.0
cabergoline,-0.15842612087726593,-0.11422964930534363,-0.2796073853969574,0.15934959053993225,0.13148476956827956,10,10,0.8,Dopamine receptor agonist,ADRA1A,0.0176,0.34590769230769236,0.9824,1.0
apigenin,-0.15797685086727142,-0.12883069308904502,-0.24940097332000732,0.11107295751571655,0.10299612632778257,13,13,0.8461538461538461,,,0.014,0.3110434782608696,0.986,1.0
fludarabine,-0.15697850286960602,-0.16668435682853064,-0.22894102334976196,-0.08577096462249756,0.042217059261157056,12,12,1.0,DNA synthesis inhibitor,RRM1,0.015,0.319375,0.985,1.0
SB-203580,-0.15612676739692688,-0.09092408844402858,-0.24296784400939941,0.10756625235080719,0.12590639783940874,14,14,0.7142857142857143,P38 MAPK inhibitor,MAPK14,0.0089,0.25549999999999995,0.9911,1.0
pancuronium,-0.15546846389770508,-0.15546846389770508,-0.15546846389770508,-0.15546846389770508,0.0,1,1,1.0,,,0.2318,0.964715923566879,0.7683,0.9899498740554157
perindopril,-0.15521270036697388,-0.15521270036697388,-0.15521270036697388,-0.15521270036697388,0.0,1,1,1.0,Angiotensin converting enzyme inhibitor,ACE,0.2331,0.964715923566879,0.7672,0.9899498740554157
pinacidil,-0.15472906827926636,-0.14215450237194696,-0.294888436794281,0.12116885185241699,0.09836467365354931,12,12,0.9166666666666666,ATP channel activator,ABCC9,0.017,0.34590769230769236,0.983,1.0
mevastatin,-0.15133466571569443,-0.09253481402993202,-0.1927506923675537,0.12528076767921448,0.12748465442776682,4,4,0.75,HMGCR inhibitor,HMGCR,0.0992,0.7565850746268656,0.9008,1.0
azithromycin,-0.14902912080287933,-0.07510003944238026,-0.24290543794631958,0.23541781306266785,0.17103140744183534,6,6,0.6666666666666666,,,0.0701,0.7099249999999999,0.9299,1.0
naftifine,-0.14861732721328735,-0.14861732721328735,-0.14861732721328735,-0.14861732721328735,0.0,1,1,1.0,,,0.2525,0.964715923566879,0.7482,0.9899498740554157
sildenafil,-0.1475502997636795,-0.11366745680570603,-0.31521114706993103,0.18351596593856812,0.14033799739004235,10,10,0.8,Phosphodiesterase inhibitor,PDE5A,0.0367,0.5209361111111112,0.9633,1.0
clobetasol,-0.14731943607330322,-0.04964082891290838,-0.21983730792999268,0.252146452665329,0.16209764880398667,11,11,0.6363636363636364,Glucocorticoid receptor agonist,NR3C1,0.0364,0.5209361111111112,0.9636,1.0
norgestrel,-0.14706672728061676,-0.07914753258228302,-0.20315229892730713,0.13895198702812195,0.1349412287966468,6,6,0.6666666666666666,,,0.0763,0.7099249999999999,0.9237,1.0
spironolactone,-0.14677655696868896,-0.08093252778053284,-0.19801706075668335,0.109619140625,0.12257811425574225,7,7,0.7142857142857143,Mineralocorticoid receptor antagonist,NR3C2,0.0768,0.7099249999999999,0.9235,1.0
alfaxalone,-0.14635848999023438,-0.14635848999023438,-0.14635848999023438,-0.14635848999023438,0.0,1,1,1.0,GABA receptor agonist,GABBR1,0.2608,0.964715923566879,0.7393,0.9889589005235602
guanadrel,-0.14532583951950073,-0.14532583951950073,-0.20968526601791382,-0.08096641302108765,0.06435942649841309,2,2,1.0,Adrenergic inhibitor,SLC6A2,0.1601,0.9187676767676768,0.8399,1.0
losartan,-0.14508560299873352,-0.03894323110580444,-0.21394693851470947,0.21512629091739655,0.16906628860686226,5,5,0.6,Angiotensin receptor antagonist,AGTR1,0.121,0.847,0.8792,1.0
nutlin-3,-0.14410285651683807,-0.12008780241012573,-0.23163655400276184,0.10960662364959717,0.09788515077176338,8,8,0.875,MDM inhibitor,MDM2,0.0653,0.7090125,0.9347,1.0
dinoprost,-0.14388447254896164,-0.14388447254896164,-0.16297486424446106,-0.12479408085346222,0.01909039169549942,2,2,1.0,Prostacyclin analog,PTGDR,0.165,0.9187676767676768,0.835,1.0
celastrol,-0.14327922463417053,-0.06281822919845581,-0.2120189368724823,0.18320393562316895,0.15697625845408358,6,6,0.6666666666666666,,,0.0918,0.7479181818181818,0.9082,1.0
saracatinib,-0.1417504921555519,-0.08372836134263448,-0.31920456886291504,0.2681388258934021,0.18126741457549903,14,14,0.7142857142857143,Src inhibitor,ABL1,0.033,0.511,0.967,1.0
fluticasone,-0.1415383517742157,-0.10808790922164917,-0.21929442882537842,0.11424899101257324,0.11479146910139022,10,10,0.8,Glucocorticoid receptor agonist,NR3C1,0.0516,0.6132,0.9484,1.0
