drug,median_score,mean_score,min_score,max_score,std_score,n_signatures,n_cell_lines,frac_negative,moa,target,pval_reversal,fdr_reversal,pval_mimicking,fdr_mimicking
NVP-AEW541,-0.12019750475883484,-0.06360308613095965,-0.1500607430934906,0.10074838995933533,0.09670933407592965,7,7,0.7142857142857143,IGF-1 inhibitor,IGF1R,0.041,0.4808045454545455,0.9592,1.0
QL-X-138,-0.120014488697052,-0.0995863825082779,-0.18192896246910095,0.06558138132095337,0.08010280879659089,6,6,0.8333333333333334,,,0.0414,0.4808045454545455,0.9586,1.0
calmidazolium,-0.11917421221733093,-0.0361798902352651,-0.21243074536323547,0.14161217212677002,0.13066875877839207,9,9,0.5555555555555556,Calmodulin antagonist,ATP2B1,0.0274,0.45165806451612905,0.973,1.0
rimcazole,-0.11830273270606995,-0.05204514000150892,-0.14200317859649658,0.15474259853363037,0.10373941272963616,9,9,0.6666666666666666,Sigma receptor antagonist,SIGMAR1,0.0305,0.48034,0.9697,1.0
flunisolide,-0.11708388477563858,-0.09899481758475304,-0.19031932950019836,0.11173021793365479,0.07599059300512105,12,12,0.9166666666666666,Cytochrome P450 inhibitor,NR3C1,0.0117,0.2895666666666667,0.9883,1.0
GW-441756,-0.11567477881908417,-0.08249305685361226,-0.19295451045036316,0.1382739245891571,0.09010994552557901,12,12,0.8333333333333334,Growth factor receptor inhibitor,NTRK1,0.0133,0.29549130434782606,0.9867,1.0
SB-205607,-0.11513397097587585,-0.08827127330005169,-0.15630042552947998,0.08835840225219727,0.0738360847530833,8,8,0.875,Delta 1 opioid receptor agonist,OPRD1,0.0388,0.4808045454545455,0.9612,1.0
varenicline,-0.11479495465755463,-0.11697053164243698,-0.17266714572906494,-0.06667123734951019,0.03318347723195769,6,6,1.0,Acetylcholine receptor agonist,CHRNA4,0.0571,0.6078770833333333,0.9429,1.0
OBAA,-0.11396817862987518,-0.09508355582753818,-0.24270784854888916,0.14310762286186218,0.10159201958678919,12,12,0.8333333333333334,Phospholipase inhibitor,PLA2G1B,0.0159,0.3183923076923077,0.9841,1.0
miglitol,-0.11368951946496964,-0.054193925112485886,-0.14218205213546753,0.15278539061546326,0.12047140642273588,4,4,0.75,Glucosidase inhibitor,GAA,0.0948,0.7012055555555556,0.9052,1.0
tanespimycin,-0.11330053210258484,-0.09557398526292098,-0.18307918310165405,0.07077908515930176,0.07521582319256938,19,19,0.8421052631578947,HSP inhibitor,HSP90AA1,0.0067,0.20139411764705883,0.9935,1.0
nisoldipine,-0.11316536366939545,-0.036918257673581444,-0.12184685468673706,0.12425744533538818,0.11402352827932118,3,3,0.6666666666666666,Calcium channel blocker,CACNA1C,0.1523,0.8081175257731958,0.8483,1.0
CO-102862,-0.11282636225223541,-0.09057763715585072,-0.16353437304496765,0.048004150390625,0.06876164898547431,6,6,0.8333333333333334,,,0.0649,0.6257339622641509,0.9351,1.0
tubaic-acid,-0.11140887439250946,-0.07255060225725174,-0.13439077138900757,0.06700611114501953,0.0816437292659465,4,4,0.75,,,0.1054,0.7181253333333333,0.8946,1.0
CGS-21680,-0.11100538074970245,-0.11100538074970245,-0.1617518663406372,-0.0602588951587677,0.05074648559093475,2,2,1.0,Adenosine receptor agonist,ADORA1,0.1434,0.8081175257731958,0.8566,1.0
lestaurtinib,-0.11082546412944794,-0.08983510235945384,-0.16051429510116577,0.07582074403762817,0.07861703605353476,6,6,0.8333333333333334,JAK inhibitor,FLT3,0.072,0.6625379310344828,0.928,1.0
granisetron,-0.11014117300510406,-0.04759161671002706,-0.14616507291793823,0.1134752631187439,0.11242354260451029,6,6,0.6666666666666666,Serotonin receptor antagonist,HTR3A,0.0751,0.6625379310344828,0.9249,1.0
capecitabine,-0.11008606851100922,-0.06795973579088847,-0.13662663102149963,0.04525241255760193,0.07593383924268429,6,6,0.6666666666666666,DNA synthesis inhibitor,TYMS,0.0752,0.6625379310344828,0.9248,1.0
amantadine,-0.10969400405883789,-0.10969400405883789,-0.1333383321762085,-0.08604967594146729,0.023644328117370605,2,2,1.0,,,0.1488,0.8081175257731958,0.8512,1.0
clobetasol,-0.10859164595603943,-0.0352433594790372,-0.18057289719581604,0.19712474942207336,0.13536898582918092,11,11,0.5454545454545454,Glucocorticoid receptor agonist,NR3C1,0.0412,0.4808045454545455,0.9589,1.0
wortmannin,-0.10784289240837097,-0.08051203993650582,-0.18887999653816223,0.0956234335899353,0.09545160468718247,13,13,0.7692307692307693,PI3K inhibitor,PIK3CA,0.0331,0.48034,0.9672,1.0
simvastatin,-0.10695892572402954,-0.06969935364193386,-0.18149636685848236,0.1091698408126831,0.09808897680099633,9,9,0.7777777777777778,HMGCR inhibitor,HMGCR,0.0599,0.612178,0.9404,1.0
brefeldin-a,-0.10561949014663696,-0.07784636454148726,-0.1783619523048401,0.11755187809467316,0.08276359193822122,11,11,0.8181818181818182,,,0.0531,0.5773212765957447,0.9469,1.0
oxiconazole,-0.10536259412765503,-0.08182227611541748,-0.16403350234031677,0.04746958613395691,0.0870100824515755,4,4,0.75,,,0.1345,0.7917629213483146,0.8655,1.0
GSK-1059615,-0.10434865951538086,-0.08465495989436195,-0.1786947250366211,0.09410101175308228,0.08342123514740568,21,21,0.8095238095238095,,,0.0139,0.2959541666666667,0.9861,1.0
PIK-75,-0.10433408617973328,-0.07927499132023917,-0.17822259664535522,0.23968574404716492,0.11797155701367894,9,9,0.8888888888888888,PI3K inhibitor,PIK3CA,0.07,0.6624074074074074,0.9304,1.0
AT-CSC-07,-0.10276377201080322,-0.07233247254043818,-0.18880721926689148,0.0828092098236084,0.09197359260311419,8,8,0.75,,,0.0869,0.6728166666666667,0.9131,1.0
CD-1530,-0.10257449746131897,-0.029161617159843445,-0.12233774363994598,0.13742738962173462,0.11807220773812876,3,3,0.6666666666666666,Retinoid receptor agonist,RARG,0.2028,0.8610983471074379,0.7977,1.0
estrone,-0.10144931077957153,-0.06517372197575039,-0.1854565143585205,0.0954175591468811,0.0950627223277165,9,9,0.7777777777777778,Estrogen receptor agonist,ESR1,0.086,0.6728166666666667,0.9145,1.0
ZD-7114,-0.10050187259912491,-0.09443237632513046,-0.21886801719665527,0.03790414333343506,0.07770071399926685,6,6,0.8333333333333334,Adrenergic receptor agonist,ADRB3,0.1246,0.7914416666666666,0.8754,1.0
cefixime,-0.1002824604511261,-0.08738359808921814,-0.15671014785766602,0.10213147103786469,0.07213719582954727,9,9,0.8888888888888888,,,0.0933,0.7011220588235294,0.9071,1.0
nalbuphine,-0.10013270378112793,-0.05453917384147644,-0.17902541160583496,0.1088225245475769,0.09860505532229573,7,7,0.7142857142857143,Opioid receptor agonist,OPRD1,0.1216,0.7865518987341772,0.8796,1.0
