drug,median_score,mean_score,min_score,max_score,std_score,n_signatures,n_cell_lines,frac_negative,moa,target,pval_reversal,fdr_reversal,pval_mimicking,fdr_mimicking
XMD-16144,-0.1013273298740387,-0.0904369056224823,-0.10492126643657684,-0.0528893768787384,0.019543173468389918,5,5,1.0,,,0.1659,0.8421480392156863,0.8345,1.0
rifapentine,-0.10132236778736115,-0.039402825491768975,-0.1596994698047638,0.21675559878349304,0.12251219278394142,7,7,0.7142857142857143,RNA polymerase inhibitor,CYP2C8,0.1321,0.7143354166666667,0.8681,1.0
dinoprost,-0.10095731541514397,-0.10095731541514397,-0.11963635683059692,-0.08227827399969101,0.018679041415452957,2,2,1.0,Prostacyclin analog,PTGDR,0.196,0.8548008,0.804,1.0
triciribine,-0.10069993138313293,-0.06993626287350288,-0.3554658889770508,0.20707133412361145,0.1504592256723153,13,13,0.6923076923076923,Akt inhibitor,AKT3,0.0696,0.5471630769230769,0.9308,1.0
rutin,-0.10024797916412354,-0.06749437405512883,-0.1783909797668457,0.12462255358695984,0.09752134026391493,13,13,0.7692307692307693,Antioxidant,AKR1C3,0.0725,0.5598455882352941,0.9277,1.0
artesunate,-0.09941034018993378,-0.10895555572850364,-0.15684884786605835,-0.08263252675533295,0.026399590325144478,7,7,1.0,,,0.1442,0.7519,0.8563,1.0
dantrolene,-0.09925968945026398,-0.09925968945026398,-0.11155623197555542,-0.08696314692497253,0.012296542525291443,2,2,1.0,Calcium channel blocker,RYR1,0.2049,0.8548008,0.7951,1.0
calmidazolium,-0.09904780983924866,-0.11093342759542996,-0.25101640820503235,0.06759291887283325,0.11328638552404026,9,9,0.7777777777777778,Calmodulin antagonist,ATP2B1,0.118,0.7143354166666667,0.8821,1.0
olopatadine,-0.09830698370933533,-0.09830698370933533,-0.1000542938709259,-0.09655967354774475,0.0017473101615905762,2,2,1.0,Histamine receptor antagonist,HRH1,0.2085,0.8548008,0.7915,1.0
ambrisentan,-0.09818778932094574,-0.09818778932094574,-0.13162338733673096,-0.06475219130516052,0.03343559801578522,2,2,1.0,Endothelin receptor antagonist,EDNRA,0.209,0.8548008,0.791,1.0
ipratropium,-0.09798335283994675,-0.07196474654806985,-0.16288454830646515,0.08546829223632812,0.07765015385618375,9,9,0.7777777777777778,Acetylcholine receptor antagonist,CHRM1,0.1253,0.7143354166666667,0.8752,1.0
levcromakalim,-0.09739567339420319,-0.06373941600322723,-0.12195071578025818,0.0815466046333313,0.07503271757771908,5,5,0.8,Potassium channel activator,KCNJ8,0.194,0.8548008,0.8063,1.0
PIK-75,-0.09738409519195557,-0.0743060741159651,-0.16726809740066528,0.08704423904418945,0.08586653664252843,9,9,0.7777777777777778,PI3K inhibitor,PIK3CA,0.1284,0.7143354166666667,0.872,1.0
apigenin,-0.09712252765893936,-0.06818456202745438,-0.1824318766593933,0.13095957040786743,0.09595457751938335,13,13,0.7692307692307693,,,0.0909,0.6363,0.9096,1.0
parthenolide,-0.09702154994010925,-0.07630513098679091,-0.16383638978004456,0.10998022556304932,0.08610645518566382,19,19,0.7894736842105263,,,0.0532,0.45649333333333336,0.9469,1.0
SB-366791,-0.09672687947750092,-0.09672687947750092,-0.13366785645484924,-0.05978590250015259,0.03694097697734833,2,2,1.0,TRPV antagonist,TRPV1,0.2152,0.8566076335877862,0.7848,1.0
pterostilbene,-0.09546463191509247,-0.06447272623578708,-0.1184229850769043,0.09599852561950684,0.07451406692674607,6,6,0.8333333333333334,PPAR receptor agonist,PTGS2,0.1746,0.8479837837837838,0.8254,1.0
eplerenone,-0.09518897533416748,-0.03201007843017578,-0.1320885419845581,0.09865880012512207,0.10203555130486541,5,5,0.6,Cytochrome P450 inhibitor,NR3C2,0.2091,0.8548008,0.7913,1.0
biperiden,-0.09413613379001617,-0.0350886548940952,-0.23628807067871094,0.144121915102005,0.1392060355405059,13,13,0.6153846153846154,Acetylcholine receptor antagonist,CHRM1,0.1124,0.7116148148148148,0.8879,1.0
demeclocycline,-0.09377441555261612,-0.09377441555261612,-0.11456745862960815,-0.07298137247562408,0.020793043076992035,2,2,1.0,,,0.2255,0.8729583333333334,0.7745,1.0
pinacidil,-0.09246662259101868,-0.032797002544005714,-0.1611877679824829,0.17812281847000122,0.11641528063492419,12,12,0.5833333333333334,ATP channel activator,ABCC9,0.1174,0.7143354166666667,0.8826,1.0
levonorgestrel,-0.09205687046051025,-0.07026477796690804,-0.11683207750320435,0.05716538429260254,0.055415559331834285,7,7,0.8571428571428571,Estrogen receptor agonist,PGR,0.1987,0.8548008,0.8015,1.0
ritonavir,-0.09153544902801514,-0.05156102776527405,-0.16083678603172302,0.09320741891860962,0.09439210700087673,7,7,0.7142857142857143,HIV protease inhibitor,CYP1A2,0.2023,0.8548008,0.7979,1.0
metoprolol,-0.09136408567428589,-0.09136408567428589,-0.13466769456863403,-0.048060476779937744,0.043303608894348145,2,2,1.0,Adrenergic receptor antagonist,ADRB1,0.2355,0.8904979020979021,0.7645,1.0
norgestrel,-0.09123912453651428,-0.040279701352119446,-0.14117193222045898,0.1569051444530487,0.11210191207312731,6,6,0.6666666666666666,,,0.2057,0.8548008,0.7943,1.0
anisomycin,-0.09079712629318237,-0.09079712629318237,-0.09079712629318237,-0.09079712629318237,0.0,1,1,1.0,,,0.3485,0.962788888888889,0.6519,1.0
cefixime,-0.09076899290084839,-0.041477397084236145,-0.14626240730285645,0.16694201529026031,0.10482826126571977,9,9,0.6666666666666666,,,0.1778,0.8479837837837838,0.8229,1.0
AG-490,-0.09065228700637817,-0.07047876591483752,-0.1769457757472992,0.11312723159790039,0.0956534778138037,12,12,0.75,JAK inhibitor,JAK2,0.1325,0.7143354166666667,0.8675,1.0
varenicline,-0.08979308605194092,-0.057373409469922386,-0.16529983282089233,0.10436666011810303,0.10032922042344906,6,6,0.6666666666666666,Acetylcholine receptor agonist,CHRNA4,0.2159,0.8566076335877862,0.7841,1.0
QL-X-138,-0.0892956405878067,-0.08020042379697163,-0.2540226876735687,0.09007704257965088,0.1329169808623059,6,6,0.6666666666666666,,,0.2196,0.8566076335877862,0.7804,1.0
oxantel,-0.0885680615901947,-0.0885680615901947,-0.1042739748954773,-0.07286214828491211,0.015705913305282593,2,2,1.0,,,0.2484,0.8904979020979021,0.7516,1.0
